q1,q2,q3,q4,q5,q6,q7,q8,q16
3,1,1,2,C,1.65,69.85,2,1
2,1,1,1,,1.65,49.44,5,1
3,1,1,1,,1.63,70.31,5,1
4,1,2,1,,1.5,50.35,,1
3,1,1,1,E,1.65,45.36,5,1
3,1,1,1,,,,5,1
3,2,1,1,E,1.63,66.23,5,1
3,1,1,1,,1.57,55.34,5,2
3,2,1,1,,1.63,58.51,5,1
3,2,1,1,,1.6,45.36,,8
3,2,1,1,,1.63,60.78,5,3
3,1,1,1,,1.5,73.03,4,1
3,2,1,1,,1.6,70.31,4,1
4,2,1,1,,,,5,1
3,1,1,,C,1.73,68.04,5,3
3,1,1,1,C,,,3,1
3,1,1,1,,1.57,52.16,4,2
3,2,1,1,BC,1.7,84.82,5,1
4,2,2,,E,1.68,84.82,5,2
3,2,1,1,,1.68,62.14,4,1
3,1,1,1,,1.78,50.35,3,
6,2,2,1,E,1.7,70.31,5,2
4,2,2,2,C,,,4,1
4,1,2,1,E,1.6,54.43,3,3
4,1,2,1,E,1.68,54.43,5,1
6,2,3,1,E,,,3,3
4,2,2,1,E,,,2,1
4,2,2,,C,,,5,1
4,2,2,1,E,1.78,70.31,4,2
4,1,2,1,E,,,4,1
4,2,2,1,DE,1.68,68.04,3,1
4,1,2,2,C,1.6,52.16,4,1
6,2,3,2,C,1.85,83.92,4,4
4,1,2,1,E,,,3,1
4,1,2,1,E,,,3,1
5,2,2,1,E,1.78,61.24,5,1
5,1,3,2,C,1.63,58.97,5,1
6,2,3,1,E,1.75,70.31,2,8
6,1,4,1,E,1.63,58.97,5,1
6,1,4,2,B,,,4,1
5,1,4,1,A,1.63,77.11,5,1
6,1,4,2,B,1.7,81.65,5,1
6,1,3,2,E,1.8,111.13,5,1
7,2,4,,E,1.8,77.11,5,3
6,1,4,2,E,1.68,83.92,4,2
7,1,4,2,E,1.7,95.26,5,1
4,1,1,2,E,1.63,58.97,5,1
3,1,1,2,,1.6,90.27,4,1
3,2,1,2,E,1.55,43.55,3,1
3,2,1,2,E,1.78,49.9,4,1
3,2,1,2,E,1.7,69.85,5,2
3,2,1,2,E,1.75,68.04,5,4
3,2,1,,E,1.57,73.48,4,1
3,2,1,2,A,1.75,72.58,4,1
3,1,1,2,E,1.63,58.97,5,1
3,1,1,2,E,1.6,66.68,5,1
3,1,1,2,E,1.68,87.09,5,3
3,1,1,2,E,,,5,1
3,1,1,2,E,1.4,63.5,4,6
4,2,1,2,E,1.75,81.65,5,1
4,2,1,2,E,1.88,105.24,5,3
3,2,1,2,E,,,5,1
6,2,2,2,B  E,1.75,67.13,5,1
5,2,2,,E,1.8,96.16,5,1
6,2,4,2,E,1.75,111.13,5,1
6,2,4,,E,1.93,78.93,4,1
6,2,4,2,E,1.68,80.74,5,3
7,2,4,2,E,,,1,3
6,1,4,2,E,1.65,60.78,5,1
6,2,4,2,E,1.73,58.97,4,1
7,2,4,2,E,1.8,73.03,4,2
6,1,4,2,E,1.7,67.13,5,1
5,1,3,2,E,1.57,47.63,5,1
6,2,3,2,E,1.8,63.5,4,1
6,2,3,2,E,1.85,90.72,5,1
5,2,3,2,E,1.68,56.7,4,1
5,1,3,2,E,1.68,62.6,5,1
4,1,1,2,E,1.6,45.36,4,3
3,2,1,2,E,,,5,1
4,2,1,2,E,,,5,1
3,2,1,2,A,1.68,58.06,5,5
4,2,1,,E,1.65,77.11,5,3
3,2,1,,E,1.52,43.09,5,1
3,1,1,2,E,1.57,45.81,4,1
4,1,1,2,A   E,1.65,68.04,5,1
4,2,1,2,E,1.75,72.58,5,2
3,1,1,2,E,1.57,43.09,5,1
3,1,1,,E,1.57,46.72,4,3
3,2,1,2,E,,,4,1
3,1,1,2,A,1.68,55.79,4,2
6,2,3,2,E,1.83,108.86,5,1
6,2,3,2,E,1.83,70.31,5,1
6,1,4,2,E,,,5,1
5,1,3,2,E,1.73,83.92,2,1
6,2,3,2,E,1.7,59.42,5,1
6,2,3,2,E,1.68,68.04,5,1
5,1,3,2,E,1.6,54.43,5,1
5,1,3,2,E,1.63,74.84,3,1
5,1,3,2,E,1.65,54.43,4,1
5,1,3,2,E,1.63,61.24,5,1
5,1,3,2,E,1.57,61.69,5,1
4,1,2,2,E,1.68,81.19,5,1
5,1,2,2,E,1.65,68.49,4,1
5,2,2,2,E,1.68,69.4,4,2
5,2,2,2,E,1.68,79.83,4,3
5,1,2,2,E,1.63,65.77,3,1
4,1,2,2,E,1.65,87.09,4,2
3,1,1,2,E,1.63,58.97,5,1
3,2,1,2,E,1.75,65.77,4,1
3,2,1,2,E,1.83,61.24,4,3
3,,1,2,E,,,2,3
4,2,2,2,E,1.83,68.04,5,1
4,2,2,2,E,1.75,68.04,4,1
5,2,2,2,E,1.88,105.69,2,1
4,2,2,2,E,1.73,131.54,3,2
5,2,2,2,A,1.65,79.38,3,1
5,1,2,2,E,1.73,61.24,5,3
6,1,3,2,E,1.4,49.9,2,1
4,1,2,2,E,1.55,50.8,4,1
4,2,2,2,B,1.78,98.88,2,1
5,2,2,2,E,1.83,90.72,4,3
5,1,2,2,E,1.57,55.34,4,1
5,1,3,2,E,1.55,49.9,5,1
6,1,3,2,E,1.63,54.43,5,1
5,1,3,2,E,1.63,51.71,5,1
5,1,3,2,E,1.78,95.26,5,1
5,1,3,2,E,1.57,56.7,5,1
5,2,3,2,E,1.96,99.79,4,1
5,1,3,2,E,1.63,58.97,4,1
6,1,3,2,E,1.7,90.72,5,1
5,2,3,2,E,1.83,57.15,4,1
5,1,3,2,E,1.7,74.39,5,1
5,1,3,2,E,1.65,54.43,5,1
4,1,2,2,E,1.63,63.5,5,1
4,2,2,2,E,1.88,65.77,5,1
4,1,2,2,E,1.57,63.5,5,1
4,1,2,2,E,1.57,72.58,5,1
4,1,2,2,A   E,1.68,66.23,5,3
4,1,2,2,E,1.7,86.18,5,1
4,1,2,2,E,1.52,59.42,5,1
5,2,2,2,E,1.75,65.77,5,1
,,,,,,,5,1
5,2,2,2,A   E,1.75,98.88,5,1
4,1,2,2,E,1.68,68.04,5,1
4,2,2,2,E,,,5,1
4,1,2,2,E,1.78,50.8,5,1
4,2,2,2,E,1.83,72.58,4,2
4,2,2,2,E,1.6,56.7,5,2
4,2,2,2,E,1.57,56.7,4,1
4,1,2,2,E,1.7,78.93,5,2
4,1,2,2,E,1.55,57.61,4,2
6,1,3,2,E,1.68,52.16,5,1
6,2,3,2,E,1.85,71.67,5,1
5,2,3,2,E,1.68,136.99,3,8
5,1,3,2,E,1.65,58.97,3,2
5,1,3,2,E,1.6,52.16,5,1
7,1,4,2,E,,,5,1
6,1,4,2,E,1.5,57.61,5,1
7,2,4,2,E,1.85,70.31,5,1
6,1,4,2,A   E,1.63,100.25,5,1
6,,4,2,E,,,4,1
6,1,4,2,E,1.73,86.18,5,1
6,2,4,2,E,1.85,68.04,5,3
7,1,4,2,E,1.63,63.5,5,1
6,1,4,2,E,1.57,44.45,4,1
6,2,4,2,E,1.78,68.04,5,2
6,1,4,2,E,1.75,77.57,5,1
6,1,4,2,E,1.6,47.63,5,1
7,2,4,2,E,1.85,84.37,4,2
7,2,4,2,E,1.9,81.65,5,1
6,1,4,2,C E,1.63,73.94,5,1
7,2,4,2,E,1.63,65.77,3,3
7,2,4,,A,1.85,73.48,5,4
6,2,4,2,E,1.8,79.38,3,1
6,1,4,2,E,1.75,68.04,5,1
7,2,4,2,E,1.9,63.5,2,2
6,2,4,2,E,1.73,79.38,5,8
7,2,4,2,E,1.9,63.5,2,2
6,2,4,2,E,1.8,71.67,3,5
5,2,3,2,B,1.73,58.97,5,1
5,2,3,2,E,1.63,61.24,5,5
5,1,3,2,E,1.68,142.88,5,5
5,1,3,2,E,1.7,53.07,5,1
6,1,3,2,E,1.6,47.63,5,1
5,1,3,2,E,1.63,60.33,5,1
5,2,3,2,E,,,,1
5,2,3,2,E,1.78,113.4,3,1
5,1,3,2,E,1.65,95.26,4,1
5,2,3,2,E,1.83,107.96,4,1
6,1,3,2,E,1.68,68.04,5,1
5,1,3,2,E,1.68,49.9,5,1
6,2,4,2,C,1.7,55.79,5,1
6,1,4,2,E,1.65,56.7,5,1
6,1,4,2,E,,,5,1
6,1,4,2,E,1.6,100.7,4,1
7,2,4,2,E,1.75,86.18,5,1
6,2,4,2,E,1.8,76.2,5,1
6,2,4,2,E,1.73,52.16,5,1
,,,,,,,5,1
3,1,1,2,E,1.65,52.16,4,1
4,1,1,2,E,1.65,78.47,5,1
3,1,1,2,E,1.57,47.63,5,1
4,2,1,2,E,1.85,75.3,5,1
4,1,2,2,B  E,1.63,61.69,4,1
4,1,2,2,B  E,1.6,44,5,1
4,1,2,2,E,1.75,83.92,5,2
5,2,2,2,E,,,5,1
4,2,2,2,E,1.78,61.69,,1
4,2,2,2,E,1.78,54.43,4,1
4,2,2,2,E,1.83,66.68,5,1
4,2,2,2,E,1.85,79.38,4,2
4,2,2,2,E,1.78,57.61,5,1
4,2,2,2,E,1.85,71.22,5,1
4,2,2,2,E,1.8,92.99,5,1
5,2,2,2,E,1.73,79.83,2,2
3,1,1,2,E,1.6,73.48,5,1
3,2,1,2,E,1.78,74.84,3,1
6,2,4,2,E,1.63,64.41,5,1
6,2,4,2,B,1.73,69.85,5,1
6,2,4,2,E,1.85,63.5,5,1
7,2,4,2,E,1.78,118.84,4,1
6,2,4,2,E,,,5,1
3,2,1,2,E,1.47,32.66,3,1
4,2,1,2,E,1.68,53.98,4,
3,2,1,2,E,1.73,59.42,5,1
3,2,1,2,E,1.7,56.7,4,1
3,1,1,2,E,1.63,56.25,5,1
3,2,1,2,E,1.78,68.04,5,4
3,2,1,2,E,,,4,1
3,1,1,2,E,1.68,83.46,4,1
1,1,1,1,A,,,1,8
5,2,2,2,E,1.83,75.75,5,2
5,2,3,2,E,1.83,71.22,3,3
6,2,3,1,E,1.78,64.86,5,2
6,1,3,2,E,1.73,47.63,5,1
5,1,3,2,E,1.52,43.55,5,1
5,1,3,2,E,1.6,57.61,5,1
6,2,3,2,E,1.78,56.7,5,1
6,1,3,2,E,1.47,45.81,5,1
6,1,3,2,E,,,4,1
5,1,3,2,E,1.65,63.5,5,1
4,1,2,2,E,1.7,104.33,4,1
4,2,2,2,E,1.8,85.28,5,1
4,2,2,2,E,1.88,106.6,5,
5,2,2,1,E,1.7,56.7,5,1
4,1,2,2,E,1.63,50.35,5,1
4,2,2,2,E,1.68,71.67,5,1
5,2,2,2,E,1.9,129.28,5,1
5,2,2,2,E,1.83,63.5,5,1
6,2,3,2,E,1.78,86.18,5,1
5,2,3,2,E,1.63,81.65,5,2
4,2,1,2,E,1.78,58.97,4,1
4,2,1,2,E,1.6,50.8,5,1
4,1,1,2,E,1.75,81.65,4,1
3,2,1,2,E,1.83,74.84,5,2
4,2,1,2,E,1.57,55.79,5,1
3,1,1,2,C,1.7,66.68,3,1
3,1,1,2,E,1.63,92.99,3,2
3,1,1,2,E,,,5,1
3,2,1,2,E,1.63,45.36,4,1
3,1,1,1,A,1.5,55.34,5,1
4,2,1,2,A,1.73,79.38,5,2
3,2,1,2,E,1.7,73.48,5,1
3,2,1,2,E,1.78,70.31,5,1
3,1,1,2,E,1.68,56.7,3,1
3,2,1,2,E,1.78,56.7,5,1
3,1,1,2,E,1.63,58.97,5,1
4,1,2,2,C E,1.57,57.15,5,1
4,,2,2,C,,,5,1
4,2,2,2,E,,,5,1
5,2,2,2,C E,1.7,58.97,5,1
4,1,2,2,C,1.47,49.44,2,1
5,1,2,2,C,1.57,68.04,3,5
4,1,2,1,E,,,5,1
4,2,2,2,E,1.68,52.16,4,1
4,2,2,2,E,1.88,106.6,5,2
4,,2,2,E,,,5,1
4,1,2,2,BC E,1.6,63.5,5,1
4,2,2,2,E,1.93,86.64,5,1
4,1,2,2,E,1.7,75.75,3,1
4,1,2,2,C,,,4,1
4,1,2,2,A C E,1.6,61.24,5,1
4,2,2,,E,,,5,1
4,1,2,2,E,1.57,53.52,3,1
4,1,2,2,E,1.7,64.86,4,1
4,1,2,2,E,1.68,61.24,4,1
6,2,4,2,E,1.83,85.28,5,3
6,1,4,1,E,1.65,72.58,4,1
6,2,4,2,C,1.85,131.54,5,1
6,1,4,2,C,1.78,70.76,5,2
6,2,4,2,E,1.83,104.33,5,1
7,2,4,2,E,,,1,1
6,1,3,2,C E,1.7,58.51,4,1
6,2,4,2,E,1.78,65.32,4,1
6,2,4,2,E,1.78,93.9,5,3
6,2,4,2,C,1.73,61.24,5,1
7,1,4,2,C,1.8,74.84,1,2
6,1,4,2,E,1.63,60.78,5,1
5,1,4,2,C,1.55,81.65,4,3
6,1,4,2,C,1.52,87.09,3,1
5,2,3,2,C E,1.73,65.77,4,1
5,2,3,2,C,,,1,1
5,1,3,1,E,1.6,90.72,5,1
5,2,3,2,E,1.93,127.46,4,1
,1,3,2,A,,,4,2
4,1,2,1,C E,1.68,80.74,5,1
6,1,3,2,C,,,3,1
5,1,3,2,C,1.65,80.74,5,3
6,1,4,2,C E,1.57,63.5,5,2
6,,4,1,,,,4,1
6,2,4,2,C,1.8,124.74,4,1
6,1,4,2,C,,,5,1
6,2,4,2,C E,1.96,127.01,3,1
6,1,4,2,E,1.75,74.84,3,1
6,2,4,1,,,,4,1
6,2,4,2,E,1.93,117.94,5,1
6,2,4,2,C,1.83,77.11,5,1
6,1,4,2,BC,1.65,72.58,5,1
6,1,4,2,C,1.63,53.52,2,1
6,1,4,2,E,1.55,58.97,5,1
6,2,4,2,C,1.85,113.4,4,1
6,2,4,1,E,1.8,74.39,2,1
5,1,3,2,E,,,5,1
5,2,3,2,E,1.63,70.76,1,1
5,1,3,2,E,1.63,68.04,4,1
5,1,3,2,E,,,,2
6,1,4,2,C,1.57,104.33,4,1
5,,3,2,E,,,2,5
5,2,3,2,C,1.88,76.2,4,4
5,1,3,2,E,1.65,99.79,1,1
5,1,3,2,E,1.68,63.5,5,1
5,2,3,2,E,1.88,125.19,4,1
5,1,3,2,E,1.6,63.05,5,1
5,1,3,2,E,1.65,68.04,3,2
5,1,3,2,E,,,5,1
6,2,3,2,C E,1.73,84.82,5,1
6,2,3,2,C,1.93,77.11,5,1
6,1,3,2,B,1.63,54.89,3,1
5,1,3,2,C,1.65,59.42,4,2
5,2,3,2,E,1.88,138.35,3,1
5,2,3,2,E,1.8,68.04,5,1
5,2,3,1,A C E,1.78,142.88,4,1
5,2,3,1,A,1.73,66.68,5,1
5,2,3,2,C,1.7,49.9,4,1
6,1,3,1,A,,,4,1
5,1,3,2,C E,1.83,104.33,5,1
6,2,2,2,A,1.73,65.32,3,1
7,2,3,2,C,,,1,8
6,1,4,2,E,1.65,68.04,5,1
7,2,4,2,E,,,2,2
7,2,4,1,E,1.68,54.43,5,1
5,2,2,2,E,1.65,63.96,5,8
4,2,2,2,E,1.7,90.72,1,
5,1,2,2,E,1.6,51.26,5,1
4,1,2,2,C E,1.7,70.31,3,1
4,1,2,2,E,1.6,40.82,5,1
4,1,2,2,C,1.55,72.12,3,1
4,1,2,2,E,1.7,63.5,4,1
4,1,2,1,,1.45,47.17,4,1
4,1,2,2,C,1.6,73.94,3,4
4,2,1,2,A,1.63,49.9,1,3
4,2,2,2,C,1.8,113.4,5,1
4,2,2,2,E,1.7,51.26,5,1
4,2,2,2,C,1.85,102.06,4,1
4,2,2,2,C,1.8,58.97,5,1
5,2,,2,E,1.83,79.38,5,8
5,2,2,2,C,,,4,1
5,1,2,2,C,1.55,65.77,2,1
4,1,1,2,C,1.65,72.58,3,2
4,1,1,2,E,,,5,1
4,1,1,1,C,1.52,58.06,5,1
3,1,1,2,C,1.73,85.73,5,1
6,2,3,2,C,1.83,111.59,4,1
3,1,1,2,C,1.7,57.15,4,1
4,2,2,2,E,1.7,63.5,4,1
4,1,2,2,E,1.55,94.35,4,1
3,2,1,2,C,1.88,49.44,4,2
3,1,1,2,E,1.7,65.77,2,3
2,1,1,1,A   E,1.6,69.4,5,1
4,2,1,2,C,1.7,77.11,,2
3,2,1,2,E,1.75,50.8,2,1
3,,1,2,C E,,,4,1
3,2,1,2,E,1.65,64.41,4,2
4,2,1,2,E,1.73,63.5,4,2
4,1,1,2,A C,1.68,78.02,5,1
3,2,1,2,E,,,2,8
5,1,1,2,E,1.65,143.34,2,1
3,1,1,2,BC,1.7,95.26,4,1
4,1,1,2,E,1.57,51.26,5,1
3,1,1,2,E,1.68,72.58,5,2
3,1,1,2,C,1.57,56.7,5,1
4,2,1,2,C,1.8,91.63,4,1
3,2,1,2,E,1.68,49.9,4,3
4,1,1,2,C,,,5,1
4,1,2,2,E,1.7,68.04,4,1
3,1,1,2,C,1.63,75.75,5,
4,1,1,2,E,,,4,1
3,2,1,2,C,1.73,59.42,4,1
3,1,1,1,A,1.57,51.71,4,1
4,1,2,2,E,1.7,49.9,3,2
5,1,2,2,E,1.63,76.2,4,1
5,,2,2,E,,,5,1
6,2,2,2,E,1.73,53.52,5,3
5,2,2,2,E,1.68,56.7,3,1
5,2,2,2,E,1.8,72.58,3,1
6,1,2,2,E,1.57,43.09,3,1
4,1,2,2,E,1.6,63.5,2,
5,2,2,2,E,1.8,67.59,1,1
4,2,2,2,E,1.68,72.58,5,2
4,2,2,2,E,1.78,63.05,4,1
5,2,2,2,E,,,5,1
4,2,2,2,E,1.75,78.02,4,1
5,2,2,2,E,1.75,131.54,5,1
5,1,2,2,E,,,5,1
5,2,2,2,E,1.65,54.43,4,1
6,2,3,2,E,1.68,64.41,5,1
6,2,3,2,E,1.83,79.38,4,1
5,2,3,2,E,1.9,113.4,5,1
5,2,3,2,E,1.78,95.71,5,1
6,2,3,1,,1.63,72.58,4,1
6,,4,,,,,5,2
6,2,3,2,E,1.63,46.72,3,3
,,,,,,,,2
5,2,3,2,E,,,5,1
6,2,3,2,E,1.55,89.81,1,1
6,1,3,2,E,1.7,61.24,5,1
5,1,3,2,E,1.7,54.43,5,1
6,1,3,2,E,1.63,57.15,5,1
3,2,1,2,E,,,,1
4,1,1,2,E,1.65,51.71,4,1
4,1,1,2,E,1.57,52.16,3,3
3,2,1,2,E,1.83,75.3,4,1
4,2,1,2,E,1.83,92.99,5,1
4,2,1,2,E,1.8,82.56,5,1
4,2,1,2,E,1.65,78.02,3,1
4,1,1,2,E,,,5,1
4,2,1,,,,,5,1
4,2,1,,E,1.73,97.98,4,1
3,2,1,2,E,,,5,1
3,2,1,2,C E,1.73,81.65,3,3
4,1,1,2,E,,,4,1
3,1,1,2,E,1.65,48.54,5,1
3,1,1,1,,1.68,51.26,5,1
4,1,1,2,E,1.68,49.9,4,1
4,1,1,2,E,1.63,87.09,5,1
4,1,1,2,E,1.7,58.97,3,1
3,1,1,2,E,1.55,36.29,3,3
3,1,1,2,E,1.57,53.52,5,1
4,2,2,2,E,,,3,1
6,1,4,2,E,1.65,54.43,5,1
6,1,4,2,E,1.68,54.43,2,1
7,2,4,2,E,1.83,113.4,5,1
6,2,4,2,E,1.88,64.41,5,4
6,1,4,2,E,1.6,58.06,2,1
6,2,4,2,E,1.85,72.58,5,1
6,2,4,2,E,,,5,1
6,2,4,2,E,1.8,74.84,5,2
6,2,4,2,E,1.65,113.4,5,1
6,1,4,2,A,1.55,76.66,4,1
7,2,4,2,E,1.9,133.81,2,1
6,1,4,2,E,1.73,113.85,4,1
7,2,4,2,E,1.7,66.23,5,1
7,1,4,2,E,1.68,72.58,4,1
6,2,4,2,A C E,1.68,64.41,4,2
6,1,4,2,A C E,1.68,86.18,5,1
6,1,4,2,E,1.65,48.54,4,1
6,1,4,2,E,,,2,1
6,1,4,2,E,1.7,110.68,4,8
6,1,4,2,C,1.75,101.15,5,1
2,1,1,2,E,1.68,119.3,4,1
3,1,1,2,E,1.55,65.77,5,1
3,2,1,2,E,1.57,44,5,1
3,1,1,2,E,1.6,60.33,5,1
4,2,1,2,E,1.7,61.24,3,1
3,2,1,2,E,1.68,57.15,5,2
4,2,1,2,E,1.7,49.9,4,1
3,1,1,2,E,1.63,90.72,5,1
4,1,1,2,E,1.65,45.36,5,1
4,1,1,2,E,1.57,53.52,5,1
4,2,1,2,E,1.65,49.9,5,1
4,1,1,2,E,1.63,58.97,5,1
3,1,1,2,C E,1.68,49.9,5,1
3,1,1,2,B  E,1.73,54.89,5,1
3,1,1,2,C E,1.68,58.97,5,1
4,1,1,2,E,1.7,52.16,5,1
7,1,4,2,E,1.63,68.04,5,1
7,2,4,2,E,1.85,90.72,5,1
6,1,4,2,E,1.57,55.79,5,1
7,2,4,2,E,1.78,58.97,3,1
6,2,4,2,E,1.85,74.84,5,1
7,1,4,2,E,1.65,70.31,5,1
6,2,4,2,E,1.7,70.31,5,1
6,2,4,2,E,1.8,77.11,5,1
7,2,4,2,E,1.83,63.96,5,1
6,2,4,2,E,1.75,68.04,5,1
7,2,4,2,E,1.75,78.47,5,1
7,1,4,,E,1.6,55.34,3,3
6,2,4,2,E,1.78,70.31,5,1
6,2,4,2,E,1.9,79.38,5,1
6,2,4,2,E,1.75,68.04,5,3
6,2,4,2,E,1.68,120.2,5,1
6,1,4,2,E,1.65,56.7,4,1
6,1,4,1,E,,,5,1
6,1,4,2,E,1.55,52.16,5,1
6,1,4,2,E,1.65,58.97,5,1
6,1,4,2,E,1.68,78.47,4,1
5,1,3,2,E,1.5,81.65,4,1
5,1,3,2,A,1.57,92.99,4,2
5,2,3,2,E,1.73,75.75,5,1
6,2,3,2,E,1.9,93.44,5,1
6,2,3,2,E,1.83,104.33,5,4
5,2,3,2,E,,,5,2
6,2,3,2,E,1.8,77.11,4,
5,1,3,2,E,1.63,54.43,5,1
5,2,3,2,C E,1.73,84.37,5,1
6,2,3,2,E,1.85,104.33,5,1
5,2,3,2,E,1.85,65.77,5,1
6,2,3,1,E,1.7,63.96,5,2
6,2,3,2,E,1.65,70.31,5,1
6,2,3,2,E,1.83,88.45,5,1
4,1,2,1,C E,1.52,49.44,3,3
5,1,2,2,E,1.57,43.55,4,1
4,2,2,2,E,1.8,122.47,4,2
4,2,2,2,E,1.78,65.77,5,1
4,2,2,2,E,1.78,58.97,2,2
4,2,2,2,E,1.85,58.97,5,1
4,1,2,2,E,,,4,1
5,2,2,2,E,1.78,66.68,5,1
5,2,2,2,E,,,2,1
4,1,2,2,E,1.63,48.08,5,1
4,1,2,2,E,1.6,63.5,5,1
5,2,2,2,E,1.88,65.77,5,1
4,1,2,2,E,1.63,63.5,5,1
4,1,2,2,,1.8,88,4,3
5,1,2,2,E,1.68,61.69,5,1
4,1,2,2,E,1.6,50.8,5,1
4,1,2,2,E,1.68,58.97,5,1
4,1,2,2,E,1.68,50.8,5,1
4,1,2,2,E,,,4,3
4,2,1,2,E,1.68,53.98,5,1
4,1,1,2,E,1.68,84.82,5,1
3,1,1,2,E,1.6,59.88,4,1
4,2,1,2,E,1.7,76.2,4,2
3,1,1,2,E,1.63,76.2,4,1
5,2,3,2,E,1.73,63.5,4,1
6,2,3,2,E,1.75,74.84,4,1
5,2,3,2,E,1.73,68.04,4,1
6,2,3,2,E,1.9,79.38,4,3
6,2,3,2,E,1.8,128.37,4,1
6,2,3,2,E,1.75,58.97,5,1
5,2,3,2,E,1.8,127.92,5,2
5,1,3,2,E,1.63,55.34,5,1
6,2,3,2,E,1.78,70.31,2,1
6,2,3,2,E,1.88,99.79,5,1
6,1,3,2,E,1.57,51.26,5,1
5,2,3,2,E,1.78,107.96,3,1
6,2,3,2,E,1.8,94.8,5,1
5,2,3,2,E,1.83,88.45,5,1
4,2,2,2,A   E,1.75,64.41,5,1
4,1,2,2,E,1.57,49.9,4,1
6,1,4,2,E,1.52,48.99,4,1
6,2,4,2,E,1.88,74.84,4,1
6,1,4,2,E,1.68,97.52,3,1
7,2,4,2,E,1.8,68.04,5,1
6,1,4,2,E,1.6,65.77,5,1
4,2,2,2,A   E,1.75,61.24,5,1
4,1,2,2,E,1.6,57.15,4,1
5,1,2,2,E,1.7,52.62,2,1
5,1,2,2,E,1.63,68.04,4,2
4,1,2,2,E,1.57,42.18,4,1
4,1,2,2,E,1.6,53.52,5,1
4,1,2,2,E,1.55,53.52,5,1
4,1,2,2,E,1.65,77.11,4,1
5,1,2,2,E,,,5,1
4,1,2,2,E,1.6,81.65,5,1
4,1,2,2,E,1.7,104.33,4,2
4,2,2,1,E,1.75,81.65,4,1
4,2,1,1,E,1.8,90.27,5,3
3,2,1,2,E,1.83,56.7,5,1
4,2,1,2,E,1.8,109.77,5,1
3,1,1,2,E,1.55,52.62,4,1
3,1,1,2,E,1.57,48.08,4,1
4,1,1,2,E,1.6,49.44,5,1
4,2,1,2,E,1.63,79.38,5,1
4,2,1,2,E,1.8,63.96,5,1
4,1,1,2,E,1.68,58.06,5,1
4,1,2,2,E,1.52,49.9,5,1
6,1,4,2,E,1.8,58.97,4,3
6,2,4,2,E,1.65,58.97,5,1
6,2,4,2,E,1.78,74.84,5,1
6,1,4,2,E,1.6,79.38,4,1
7,2,4,2,E,1.83,95.26,4,1
7,2,4,2,E,,,5,1
7,2,4,2,E,1.8,90.72,2,1
6,2,4,2,C E,1.75,95.26,4,1
7,2,4,1,E,1.85,91.17,5,1
7,2,4,2,E,1.68,68.04,5,1
7,2,3,2,E,1.83,72.58,2,1
4,2,1,2,E,1.73,63.5,5,1
4,2,1,1,E,1.8,71.22,4,1
5,2,1,2,E,1.75,70.31,5,1
4,1,1,2,E,1.68,63.05,5,1
4,2,1,2,E,1.7,107.05,3,1
4,1,2,2,E,1.52,46.27,5,1
5,2,3,2,E,1.68,56.7,4,1
6,2,3,2,E,1.63,60.78,1,3
6,2,3,2,E,1.83,65.77,3,3
5,2,3,2,E,1.8,61.24,4,2
6,2,3,2,E,1.78,77.11,2,3
6,2,3,2,E,1.8,127.01,4,1
5,2,3,2,A   E,1.83,124.29,3,3
6,2,3,2,E,1.83,88,2,2
5,1,3,2,A   E,1.57,49.9,1,7
5,2,3,2,A,1.88,149.69,2,3
7,1,4,2,E,1.65,81.65,5,1
6,1,4,2,C,1.55,56.7,5,1
7,2,4,2,E,1.9,79.38,5,2
6,1,4,2,E,1.57,54.43,5,3
6,2,4,2,E,1.63,65.77,4,1
7,1,4,2,E,1.73,104.33,5,1
6,2,4,2,E,1.83,108.86,4,1
6,2,4,2,E,1.78,95.71,5,1
6,2,4,2,E,1.88,68.04,1,1
6,1,4,2,E,1.7,68.04,4,1
6,2,4,2,E,1.8,160.12,5,1
7,1,4,2,E,1.52,64.86,5,1
7,2,4,2,E,1.73,88.45,4,1
3,1,2,2,E,1.63,84.82,5,1
5,1,2,2,E,1.73,54.43,4,1
4,1,2,2,E,1.63,95.26,4,1
3,2,1,2,E,1.9,76.66,4,2
4,1,1,2,E,1.6,54.89,4,1
4,1,1,1,E,1.63,80.74,5,1
5,2,1,2,E,1.88,52.16,4,1
4,2,1,2,E,1.8,83.01,4,1
4,2,1,,E,1.83,108.86,5,2
4,2,1,2,E,1.78,75.75,4,1
3,2,1,2,C,1.8,112.04,4,1
4,1,1,2,E,1.47,43.55,4,2
3,2,1,1,E,1.63,55.79,4,1
3,1,1,2,E,1.63,83.46,4,1
5,2,1,1,,1.73,136.08,4,
3,1,1,2,E,1.63,65.77,5,1
3,2,1,2,A,1.7,96.16,5,1
4,2,2,2,E,1.8,74.84,5,1
4,1,1,2,E,1.65,69.4,4,2
4,2,1,1,E,1.73,92.99,3,3
4,2,1,2,E,,,2,2
3,1,1,2,E,1.52,50.8,5,2
3,2,1,,E,1.85,62.14,5,2
4,1,1,2,E,1.55,56.7,5,3
5,1,2,1,C,1.65,59.88,5,2
4,1,2,2,E,1.55,42.18,5,1
6,2,2,2,C,,,4,2
4,1,2,2,E,1.63,79.38,4,1
4,1,2,2,E,,,5,1
4,1,2,1,E,1.57,43.09,4,3
5,2,2,2,E,1.8,77.11,5,1
4,1,2,2,E,1.63,60.33,5,1
